time,id,type,x,y,z,roll,pitch,yaw,resource,size,color
190,145,e0,626.60330918,327.463889809,0,0,0,0,0,5,yellow
190,180,e0,301.976386415,103.708886687,0,0,0,0,0,5,yellow
190,165,e0,654.802687191,389.049553997,0,0,0,0,0,5,yellow
190,211,e0,491.031718638,222.322837717,0,0,0,0,0,5,yellow
190,8,psm,305.787743677,423.639842082,0,0,0,0,0,10,red
190,205,e0,542.975053118,180.664870361,0,0,0,0,0,5,yellow
190,219,e0,153.015347479,63.3255846094,0,0,0,0,0,5,yellow
190,184,e0,310.657109564,288.058117275,0,0,0,0,0,5,yellow
190,92,food,136.031458156,74.2399452861,0,0,0,0,0,5,green
190,215,e0,785.411499497,259.459267061,0,0,0,0,0,5,yellow
190,63,food,933.985893437,518.783186923,0,0,0,0,0,5,green
190,49,food,663.488995817,233.381788281,0,0,0,0,0,5,green
190,162,e0,131.882726537,199.959663158,0,0,0,0,0,5,yellow
190,174,e0,275.693484898,118.86736698,0,0,0,0,0,5,yellow
190,188,e0,719.490220121,65.5911545062,0,0,0,0,0,5,yellow
190,190,e0,935.364581474,307.474999615,0,0,0,0,0,5,yellow
190,76,food,950.399353389,354.928172072,0,0,0,0,0,5,green
190,18,psm,588.517236766,364.594338434,0,0,0,0,0,10,red
190,121,e0,881.300219774,495.105160948,0,0,0,0,0,5,yellow
190,132,e0,625.033071316,162.315255652,0,0,0,0,0,5,yellow
190,151,e0,506.497321255,359.739964021,0,0,0,0,0,5,yellow
190,108,food,59.852280878,371.785292095,0,0,0,0,0,5,green
190,197,e0,551.059422969,180.875410163,0,0,0,0,0,5,yellow
190,127,e0,258.397078213,381.801275653,0,0,0,0,0,5,yellow
190,170,e0,429.116068827,404.620199642,0,0,0,0,0,5,yellow
190,135,e0,335.669573163,261.330546911,0,0,0,0,0,5,yellow
190,159,e0,692.280464388,227.697664244,0,0,0,0,0,5,yellow
190,85,food,207.564068674,550.915300258,0,0,0,0,0,5,green
190,66,food,257.705503066,351.00103856,0,0,0,0,0,5,green
190,107,food,376.955273566,71.7218479013,0,0,0,0,0,5,green
190,147,e0,723.129155131,362.603357995,0,0,0,0,0,5,yellow
190,158,e0,292.863001104,231.58026024,0,0,0,0,0,5,yellow
190,39,food,271.319165274,365.683436538,0,0,0,0,0,5,green
190,70,food,495.567882288,179.715488574,0,0,0,0,0,5,green
190,34,food,244.571955584,392.452298041,0,0,0,0,0,5,green
190,100,food,788.271985958,380.502227801,0,0,0,0,0,5,green
190,31,food,99.6677395046,65.3257593529,0,0,0,0,0,5,green
190,17,psm,562.128664562,217.058029364,0,0,0,0,0,10,red
