time,id,type,x,y,z,roll,pitch,yaw,resource,size,color
250,145,e0,627.1057243,339.265114968,0,0,0,0,0,5,yellow
250,180,e0,313.322602176,104.612864768,0,0,0,0,0,5,yellow
250,165,e0,646.834713193,381.159016815,0,0,0,0,0,5,yellow
250,211,e0,481.091445249,217.224573984,0,0,0,0,0,5,yellow
250,8,psm,305.938103982,424.614077066,0,0,0,0,0,10,red
250,205,e0,548.118691203,170.141912396,0,0,0,0,0,5,yellow
250,219,e0,142.199688985,67.9975603299,0,0,0,0,0,5,yellow
250,184,e0,299.302610011,286.352660036,0,0,0,0,0,5,yellow
250,92,food,147.197514264,70.1331554676,0,0,0,0,0,5,green
250,215,e0,794.968856806,253.732756591,0,0,0,0,0,5,yellow
250,63,food,943.894693567,516.774306438,0,0,0,0,0,5,green
250,49,food,661.156126622,221.929993963,0,0,0,0,0,5,green
250,162,e0,140.677590339,192.157837659,0,0,0,0,0,5,yellow
250,174,e0,275.549948485,130.245654625,0,0,0,0,0,5,yellow
250,188,e0,723.358294314,54.3460331728,0,0,0,0,0,5,yellow
250,190,e0,941.897950433,316.312383024,0,0,0,0,0,5,yellow
250,76,food,951.496119613,344.412120528,0,0,0,0,0,5,green
250,18,psm,588.78291175,365.531552235,0,0,0,0,0,10,red
250,121,e0,882.022194844,483.854835625,0,0,0,0,0,5,yellow
250,132,e0,615.58324966,169.425643205,0,0,0,0,0,5,yellow
250,151,e0,495.737795673,356.555138903,0,0,0,0,0,5,yellow
250,108,food,48.4632305078,370.286438343,0,0,0,0,0,5,green
250,197,e0,559.014061804,172.237256797,0,0,0,0,0,5,yellow
250,127,e0,269.878647617,380.043234544,0,0,0,0,0,5,yellow
250,170,e0,420.111018905,400.466915149,0,0,0,0,0,5,yellow
250,135,e0,347.037002247,259.960727812,0,0,0,0,0,5,yellow
250,159,e0,703.585190545,225.648228384,0,0,0,0,0,5,yellow
250,85,food,218.573770278,553.5534266,0,0,0,0,0,5,green
250,66,food,268.446817126,350.523416118,0,0,0,0,0,5,green
250,107,food,367.490550352,65.3579110173,0,0,0,0,0,5,green
250,147,e0,719.807782698,351.397450886,0,0,0,0,0,5,yellow
250,158,e0,281.753580576,233.855216225,0,0,0,0,0,5,yellow
250,39,food,265.459430314,375.788746892,0,0,0,0,0,5,green
250,70,food,503.320803965,171.795684874,0,0,0,0,0,5,green
250,34,food,253.308396995,400.410789549,0,0,0,0,0,5,green
250,100,food,799.287782938,382.647281879,0,0,0,0,0,5,green
250,31,food,111.045496194,67.3125024403,0,0,0,0,0,5,green
250,17,psm,563.115335012,217.150515482,0,0,0,0,0,10,red
250,114,food,808.158693765,302.652395556,0,0,0,0,0,5,green
250,46,food,424.126100001,401.705013573,0,0,0,0,0,5,green
250,172,e0,795.830053138,262.821266461,0,0,0,0,0,5,yellow
250,97,food,969.806482094,420.968183071,0,0,0,0,0,5,green
250,126,e0,811.001059242,80.0238116194,0,0,0,0,0,5,yellow
250,55,food,404.440124889,416.154977448,0,0,0,0,0,5,green
250,83,food,262.580751821,62.9356906835,0,0,0,0,0,5,green
250,88,food,628.842424732,137.696635572,0,0,0,0,0,5,green
250,203,e0,244.648655611,295.56986006,0,0,0,0,0,5,yellow
250,10,psm,100.261658035,295.020280645,0,0,0,0,0,10,red
250,143,e0,386.927145555,441.612093942,0,0,0,0,0,5,yellow
250,198,e0,734.243502642,91.2641680207,0,0,0,0,0,5,yellow
250,3,psm,323.058229596,402.680858887,0,0,0,0,0,10,red
250,41,food,348.054421006,237.239893189,0,0,0,0,0,5,green
250,150,e0,170.137752514,508.708411473,0,0,0,0,0,5,yellow
250,0,psm,774.904572234,404.594294847,0,0,0,0,0,10,red
250,33,food,84.8085710645,280.74497733,0,0,0,0,0,5,green
250,141,e0,484.31269058,506.778783601,0,0,0,0,0,5,yellow
250,61,food,651.885311153,208.268493728,0,0,0,0,0,5,green
250,103,food,114.821116932,388.920066348,0,0,0,0,0,5,green
250,69,food,291.213173894,239.823261515,0,0,0,0,0,5,green
250,140,e0,699.646089049,228.100046527,0,0,0,0,0,5,yellow
250,146,e0,694.329604539,370.684334552,0,0,0,0,0,5,yellow
250,1,psm,508.747583408,260.412610222,0,0,0,0,0,10,red
250,153,e0,599.676742537,58.3621995705,0,0,0,0,0,5,yellow
250,194,e0,180.526392352,478.979747724,0,0,0,0,0,5,yellow
250,71,food,519.526958683,99.5928545414,0,0,0,0,0,5,green
250,168,e0,299.504967897,113.208622328,0,0,0,0,0,5,yellow
250,26,food,154.332657127,143.664940462,0,0,0,0,0,5,green
250,42,food,559.907848192,40.7321314486,0,0,0,0,0,5,green
250,67,food,339.938889968,435.456408776,0,0,0,0,0,5,green
250,38,food,101.879130242,374.184520598,0,0,0,0,0,5,green
250,129,e0,838.163543889,147.593069617,0,0,0,0,0,5,yellow
250,187,e0,334.956426713,493.880658222,0,0,0,0,0,5,yellow
250,80,food,273.277190006,443.49075003,0,0,0,0,0,5,green
250,124,e0,701.892451363,100.852138679,0,0,0,0,0,5,yellow
250,130,e0,925.523737656,107.762455796,0,0,0,0,0,5,yellow
250,138,e0,615.046394372,101.029080856,0,0,0,0,0,5,yellow
250,75,food,847.457254396,500.481498304,0,0,0,0,0,5,green
250,47,food,339.82054357,169.294330333,0,0,0,0,0,5,green
250,16,psm,569.121477703,277.624139917,0,0,0,0,0,10,red
250,45,food,620.143843268,350.037129266,0,0,0,0,0,5,green
250,171,e0,868.949716367,261.31735498,0,0,0,0,0,5,yellow
250,173,e0,904.00545909,349.196782492,0,0,0,0,0,5,yellow
250,20,food,848.895666788,513.254633672,0,0,0,0,0,5,green
250,77,food,731.898980953,72.7369946725,0,0,0,0,0,5,green
250,82,food,465.000290772,390.142500515,0,0,0,0,0,5,green
250,48,food,828.908728457,337.308767167,0,0,0,0,0,5,green
250,156,e0,558.639612103,361.144379624,0,0,0,0,0,5,yellow
250,160,e0,644.345074035,229.683725539,0,0,0,0,0,5,yellow
250,104,food,804.989704245,77.2631554041,0,0,0,0,0,5,green
250,139,e0,896.441217747,80.6070088509,0,0,0,0,0,5,yellow
250,119,food,843.683741449,435.518040127,0,0,0,0,0,5,green
250,136,e0,67.8317696649,95.4149815093,0,0,0,0,0,5,yellow
250,137,e0,547.718006568,428.435064031,0,0,0,0,0,5,yellow
250,169,e0,205.422470702,256.650374796,0,0,0,0,0,5,yellow
250,216,e0,700.078025155,535.205431283,0,0,0,0,0,5,yellow
250,122,e0,751.182958496,420.308483435,0,0,0,0,0,5,yellow
250,142,e0,551.479392568,388.694900633,0,0,0,0,0,5,yellow
250,12,psm,291.074803889,486.574065504,0,0,0,0,0,10,red
250,59,food,406.265353681,94.7058720115,0,0,0,0,0,5,green
250,182,e0,928.485726961,247.119947158,0,0,0,0,0,5,yellow
250,115,food,754.419805744,267.672945184,0,0,0,0,0,5,green
250,144,e0,458.026098399,522.639909877,0,0,0,0,0,5,yellow
250,110,food,488.434100319,489.118825258,0,0,0,0,0,5,green
250,72,food,424.955096636,97.3047846723,0,0,0,0,0,5,green
250,73,food,805.281011702,539.954583261,0,0,0,0,0,5,green
250,98,food,532.961314919,347.488207736,0,0,0,0,0,5,green
250,24,food,763.165286322,89.9045521253,0,0,0,0,0,5,green
250,193,e0,797.340640425,69.9361812463,0,0,0,0,0,5,yellow
250,212,e0,247.718874311,376.47124552,0,0,0,0,0,5,yellow
250,86,food,415.272425482,389.707859437,0,0,0,0,0,5,green
250,87,food,875.802462332,211.031286893,0,0,0,0,0,5,green
260,145,e0,626.44135862,341.140947399,0,0,0,0,0,5,yellow
260,180,e0,315.132217088,103.856540217,0,0,0,0,0,5,yellow
260,165,e0,645.403581576,379.781440396,0,0,0,0,0,5,yellow
260,211,e0,479.232306126,217.886954485,0,0,0,0,0,5,yellow
260,8,psm,306.013426505,424.762544789,0,0,0,0,0,10,red
260,205,e0,549.785916081,169.050907979,0,0,0,0,0,5,yellow
260,219,e0,140.410859784,68.8816374384,0,0,0,0,0,5,yellow
260,184,e0,297.411722376,285.738045959,0,0,0,0,0,5,yellow
260,92,food,149.1633536,69.9363408302,0,0,0,0,0,5,green
260,215,e0,795.466552786,251.808239505,0,0,0,0,0,5,yellow
260,63,food,945.472753143,515.559131949,0,0,0,0,0,5,green
260,49,food,660.48791689,220.08426887,0,0,0,0,0,5,green
260,162,e0,141.068443507,190.202051677,0,0,0,0,0,5,yellow
260,174,e0,275.433038111,132.218809686,0,0,0,0,0,5,yellow
260,188,e0,724.399963171,52.6651308799,0,0,0,0,0,5,yellow
260,190,e0,943.824335223,316.266672551,0,0,0,0,0,5,yellow
260,76,food,951.064033129,342.463173078,0,0,0,0,0,5,green
260,18,psm,588.89224826,365.657329502,0,0,0,0,0,10,red
260,121,e0,882.7056394,481.996884696,0,0,0,0,0,5,yellow
260,132,e0,613.985231535,170.59580329,0,0,0,0,0,5,yellow
260,151,e0,494.709446113,354.894402621,0,0,0,0,0,5,yellow
260,108,food,46.7848365099,369.216787014,0,0,0,0,0,5,green
260,197,e0,558.91210235,170.295483106,0,0,0,0,0,5,yellow
260,127,e0,271.489438397,378.868289544,0,0,0,0,0,5,yellow
260,170,e0,418.208385318,400.787432025,0,0,0,0,0,5,yellow
260,135,e0,348.996483024,259.817651035,0,0,0,0,0,5,yellow
260,159,e0,704.802987387,224.083406996,0,0,0,0,0,5,yellow
260,85,food,220.351012126,554.439647629,0,0,0,0,0,5,green
260,66,food,269.064633928,348.64662268,0,0,0,0,0,5,green
260,107,food,365.777742486,64.345020791,0,0,0,0,0,5,green
260,147,e0,719.735056465,349.411819404,0,0,0,0,0,5,yellow
260,158,e0,279.779922842,233.602408345,0,0,0,0,0,5,yellow
260,39,food,263.79170816,376.86765565,0,0,0,0,0,5,green
260,70,food,505.038654487,170.795768545,0,0,0,0,0,5,green
260,34,food,254.859705104,401.657942511,0,0,0,0,0,5,green
260,100,food,801.10132409,381.854602236,0,0,0,0,0,5,green
260,31,food,112.998216169,67.6675956991,0,0,0,0,0,5,green
260,17,psm,563.277548363,217.112767054,0,0,0,0,0,10,red
260,114,food,809.307764481,301.030151752,0,0,0,0,0,5,green
260,46,food,423.052117163,403.357873712,0,0,0,0,0,5,green
260,172,e0,797.746686301,262.335838988,0,0,0,0,0,5,yellow
260,97,food,971.755482512,421.389644881,0,0,0,0,0,5,green
260,126,e0,812.987166695,80.2220756669,0,0,0,0,0,5,yellow
260,55,food,403.349800228,417.815075945,0,0,0,0,0,5,green
