time,id,type,x,y,z,roll,pitch,yaw,resource,size,color
130,145,e0,628.058810331,315.888076422,0,0,0,0,0,5,yellow
130,180,e0,295.858494343,93.6731144962,0,0,0,0,0,5,yellow
130,165,e0,658.750696306,398.744622361,0,0,0,0,0,5,yellow
130,211,e0,500.502977147,228.619349769,0,0,0,0,0,5,yellow
130,8,psm,306.181707633,422.732688928,0,0,0,0,0,10,red
130,205,e0,543.916659658,192.396242269,0,0,0,0,0,5,yellow
130,219,e0,164.621671736,64.3693640313,0,0,0,0,0,5,yellow
130,184,e0,321.986515293,290.990123772,0,0,0,0,0,5,yellow
130,92,food,125.882437292,79.4626789774,0,0,0,0,0,5,green
130,215,e0,774.437266741,255.182835983,0,0,0,0,0,5,yellow
130,63,food,922.717803548,515.431394501,0,0,0,0,0,5,green
130,49,food,669.260051679,242.534024209,0,0,0,0,0,5,green
130,162,e0,120.796608195,199.126392055,0,0,0,0,0,5,yellow
130,174,e0,268.379554769,109.656156888,0,0,0,0,0,5,yellow
130,188,e0,708.555266682,67.1019165401,0,0,0,0,0,5,yellow
130,190,e0,937.507210188,296.428757697,0,0,0,0,0,5,yellow
130,76,food,940.219125359,360.394952302,0,0,0,0,0,5,green
130,18,psm,588.790082418,363.649990488,0,0,0,0,0,10,red
130,121,e0,882.564928965,506.705682347,0,0,0,0,0,5,yellow
130,132,e0,631.430042326,152.805402426,0,0,0,0,0,5,yellow
130,151,e0,515.138551579,352.859892947,0,0,0,0,0,5,yellow
130,108,food,66.5336837038,362.608648314,0,0,0,0,0,5,green
130,197,e0,542.643584766,188.687771436,0,0,0,0,0,5,yellow
130,127,e0,246.685807389,383.140626821,0,0,0,0,0,5,yellow
130,170,e0,440.542597398,406.561002668,0,0,0,0,0,5,yellow
130,135,e0,324.423424523,261.659037649,0,0,0,0,0,5,yellow
130,159,e0,681.21918954,231.491768761,0,0,0,0,0,5,yellow
130,85,food,196.396400226,547.463687487,0,0,0,0,0,5,green
130,66,food,246.53069569,349.117740556,0,0,0,0,0,5,green
130,107,food,387.931172006,75.9516080448,0,0,0,0,0,5,green
130,147,e0,732.615131621,368.610854733,0,0,0,0,0,5,yellow
130,158,e0,304.133077688,231.647313957,0,0,0,0,0,5,yellow
130,39,food,270.145394134,354.194290918,0,0,0,0,0,5,green
130,70,food,486.577581541,174.701664773,0,0,0,0,0,5,green
130,34,food,243.930548223,380.785421539,0,0,0,0,0,5,green
130,100,food,776.68721398,379.54856299,0,0,0,0,0,5,green
130,31,food,88.6279955009,62.1260677034,0,0,0,0,0,5,green
130,17,psm,561.293787855,216.53958133,0,0,0,0,0,10,red
130,114,food,785.052594313,305.193659951,0,0,0,0,0,5,green
130,46,food,428.393296601,379.47657237,0,0,0,0,0,5,green
